order_date,星期,ext_product_name,天气,是否周末,是否促销,ext_qty,ext_price,销售额,ext_name_norm,mapped_product_name,match_type,qty,unit_price,line_total,product_name_snap
2024-03-27,周三,柠檬茶,雨,False,False,32,19,608,柠檬茶,百香果绿茶,keyword,32,19,608,百香果绿茶
2024-03-31,周日,杨枝甘露,阴,True,True,51,19,969,杨枝甘露,杨枝甘露奶茶,keyword,51,19,969,杨枝甘露奶茶
2024-05-29,周三,芋泥波波,晴,False,False,25,13,325,芋泥波波,芋泥波波奶茶,keyword,25,13,325,芋泥波波奶茶
2024-04-28,周日,芝士奶盖,多云,True,False,44,13,572,芝士奶盖,芝士奶盖抹茶,keyword,44,13,572,芝士奶盖抹茶
2024-04-05,周五,芋泥波波,雨,False,False,24,20,480,芋泥波波,芋泥波波奶茶,keyword,24,20,480,芋泥波波奶茶
2024-05-08,周三,芝士奶盖,晴,False,False,14,12,168,芝士奶盖,芝士奶盖抹茶,keyword,14,12,168,芝士奶盖抹茶
2024-04-03,周三,珍珠奶茶,雪,False,False,18,15,270,珍珠奶茶,黑糖珍珠奶茶,keyword,18,15,270,黑糖珍珠奶茶
2024-05-05,周日,芋泥波波,雪,True,True,53,10,530,芋泥波波,芋泥波波奶茶,keyword,53,10,530,芋泥波波奶茶
2024-05-08,周三,柠檬茶,阴,False,True,46,19,874,柠檬茶,百香果绿茶,keyword,46,19,874,百香果绿茶
2024-05-10,周五,杨枝甘露,阴,False,False,22,19,418,杨枝甘露,杨枝甘露奶茶,keyword,22,19,418,杨枝甘露奶茶
2024-04-08,周一,水果茶,雨,False,False,16,19,304,水果茶,百香果绿茶,keyword,16,19,304,百香果绿茶
2024-04-11,周四,抹茶拿铁,阴,False,False,32,17,544,抹茶拿铁,芝士奶盖抹茶,keyword,32,17,544,芝士奶盖抹茶
2024-03-22,周五,芋泥波波,雪,False,False,28,15,420,芋泥波波,芋泥波波奶茶,keyword,28,15,420,芋泥波波奶茶
2024-03-10,周日,抹茶拿铁,雪,True,True,61,16,976,抹茶拿铁,芝士奶盖抹茶,keyword,61,16,976,芝士奶盖抹茶
2024-05-23,周四,珍珠奶茶,阴,False,False,21,15,315,珍珠奶茶,黑糖珍珠奶茶,keyword,21,15,315,黑糖珍珠奶茶
2024-04-01,周一,芋泥波波,多云,False,False,34,18,612,芋泥波波,芋泥波波奶茶,keyword,34,18,612,芋泥波波奶茶
2024-05-16,周四,芝士奶盖,雪,False,False,32,16,512,芝士奶盖,芝士奶盖抹茶,keyword,32,16,512,芝士奶盖抹茶
2024-05-10,周五,抹茶拿铁,阴,False,False,18,20,360,抹茶拿铁,芝士奶盖抹茶,keyword,18,20,360,芝士奶盖抹茶
2024-05-06,周一,抹茶拿铁,雨,False,False,21,13,273,抹茶拿铁,芝士奶盖抹茶,keyword,21,13,273,芝士奶盖抹茶
2024-04-10,周三,可可奶茶,多云,False,True,30,13,390,可可奶茶,红丝绒可可奶茶,keyword,30,13,390,红丝绒可可奶茶
2024-04-22,周一,芝士奶盖,阴,False,True,46,19,874,芝士奶盖,芝士奶盖抹茶,keyword,46,19,874,芝士奶盖抹茶
2024-03-03,周日,冰美式,阴,True,True,56,16,896,冰美式,金凤乌龙奶茶,keyword,56,16,896,金凤乌龙奶茶
2024-04-23,周二,可可奶茶,阴,False,False,0,17,391,可可奶茶,红丝绒可可奶茶,keyword,1,17,17,红丝绒可可奶茶
2024-05-25,周六,水果茶,阴,True,False,0,18,702,水果茶,百香果绿茶,keyword,1,18,18,百香果绿茶
2024-05-15,周三,冰美式,晴,False,False,12,17,204,冰美式,金凤乌龙奶茶,keyword,12,17,204,金凤乌龙奶茶
2024-04-03,周三,水果茶,多云,False,False,25,16,400,水果茶,百香果绿茶,keyword,25,16,400,百香果绿茶
2024-03-09,周六,珍珠奶茶,多云,True,True,44,13,572,珍珠奶茶,黑糖珍珠奶茶,keyword,44,13,572,黑糖珍珠奶茶
2024-04-30,周二,芋泥波波,阴,False,False,21,12,252,芋泥波波,芋泥波波奶茶,keyword,21,12,252,芋泥波波奶茶
2024-05-31,周五,芋泥波波,雨,False,True,29,19,551,芋泥波波,芋泥波波奶茶,keyword,29,19,551,芋泥波波奶茶
2024-04-18,周四,水果茶,晴,False,False,26,13,338,水果茶,百香果绿茶,keyword,26,13,338,百香果绿茶
2024-04-08,周一,冰美式,雪,False,False,18,18,324,冰美式,金凤乌龙奶茶,keyword,18,18,324,金凤乌龙奶茶
2024-04-17,周三,芋泥波波,晴,False,False,27,11,297,芋泥波波,芋泥波波奶茶,keyword,27,11,297,芋泥波波奶茶
2024-04-16,周二,抹茶拿铁,阴,False,True,42,14,588,抹茶拿铁,芝士奶盖抹茶,keyword,42,14,588,芝士奶盖抹茶
2024-05-08,周三,抹茶拿铁,阴,False,False,33,14,462,抹茶拿铁,芝士奶盖抹茶,keyword,33,14,462,芝士奶盖抹茶
2024-04-01,周一,芋泥波波,阴,False,False,25,19,475,芋泥波波,芋泥波波奶茶,keyword,25,19,475,芋泥波波奶茶
2024-04-18,周四,芝士奶盖,阴,False,False,12,17,204,芝士奶盖,芝士奶盖抹茶,keyword,12,17,204,芝士奶盖抹茶
2024-04-03,周三,芝士奶盖,雪,False,False,-1,18,396,芝士奶盖,芝士奶盖抹茶,keyword,1,18,18,芝士奶盖抹茶
2024-03-11,周一,柠檬茶,阴,False,False,26,17,442,柠檬茶,百香果绿茶,keyword,26,17,442,百香果绿茶
2024-05-02,周四,抹茶拿铁,晴,False,False,16,13,208,抹茶拿铁,芝士奶盖抹茶,keyword,16,13,208,芝士奶盖抹茶
2024-05-14,周二,芝士奶盖,雪,False,False,31,18,558,芝士奶盖,芝士奶盖抹茶,keyword,31,18,558,芝士奶盖抹茶
2024-05-29,周三,抹茶拿铁,雨,False,False,19,13,247,抹茶拿铁,芝士奶盖抹茶,keyword,19,13,247,芝士奶盖抹茶
2024-05-08,周三,杨枝甘露,多云,False,False,20,22,440,杨枝甘露,杨枝甘露奶茶,keyword,20,22,440,杨枝甘露奶茶
2024-05-07,周二,冰美式,晴,False,False,23,13,299,冰美式,金凤乌龙奶茶,keyword,23,13,299,金凤乌龙奶茶
2024-04-08,周一,珍珠奶茶,雨,False,True,32,14,448,珍珠奶茶,黑糖珍珠奶茶,keyword,32,14,448,黑糖珍珠奶茶
2024-03-17,周日,抹茶拿铁,晴,True,False,35,17,595,抹茶拿铁,芝士奶盖抹茶,keyword,35,17,595,芝士奶盖抹茶
2024-03-24,周日,珍珠奶茶,阴,True,True,50,15,750,珍珠奶茶,黑糖珍珠奶茶,keyword,50,15,750,黑糖珍珠奶茶
2024-05-20,周一,珍珠奶茶,多云,False,False,18,12,216,珍珠奶茶,黑糖珍珠奶茶,keyword,18,12,216,黑糖珍珠奶茶
2024-03-16,周六,可可奶茶,雪,True,False,47,13,611,可可奶茶,红丝绒可可奶茶,keyword,47,13,611,红丝绒可可奶茶
2024-04-18,周四,抹茶拿铁,雨,False,False,30,14,420,抹茶拿铁,芝士奶盖抹茶,keyword,30,14,420,芝士奶盖抹茶
2024-03-08,周五,冰美式,多云,False,False,17,20,340,冰美式,金凤乌龙奶茶,keyword,17,20,340,金凤乌龙奶茶
2024-03-31,周日,杨枝甘露,晴,True,True,65,22,1430,杨枝甘露,杨枝甘露奶茶,keyword,65,22,1430,杨枝甘露奶茶
2024-03-05,周二,柠檬茶,雨,False,True,48,20,960,柠檬茶,百香果绿茶,keyword,48,20,960,百香果绿茶
2024-03-26,周二,水果茶,雪,False,False,15,14,210,水果茶,百香果绿茶,keyword,15,14,210,百香果绿茶
2024-03-10,周日,珍珠奶茶,雨,True,False,39,14,546,珍珠奶茶,黑糖珍珠奶茶,keyword,39,14,546,黑糖珍珠奶茶
2024-03-06,周三,水果茶,雪,False,False,21,13,273,水果茶,百香果绿茶,keyword,21,13,273,百香果绿茶
2024-05-13,周一,冰美式,雨,False,False,12,17,204,冰美式,金凤乌龙奶茶,keyword,12,17,204,金凤乌龙奶茶
2024-04-22,周一,芝士奶盖,晴,False,False,25,16,400,芝士奶盖,芝士奶盖抹茶,keyword,25,16,400,芝士奶盖抹茶
2024-04-06,周六,水果茶,晴,True,False,47,14,658,水果茶,百香果绿茶,keyword,47,14,658,百香果绿茶
2024-04-21,周日,可可奶茶,雪,True,False,25,13,325,可可奶茶,红丝绒可可奶茶,keyword,25,13,325,红丝绒可可奶茶
2024-05-19,周日,抹茶拿铁,阴,True,False,48,14,672,抹茶拿铁,芝士奶盖抹茶,keyword,48,14,672,芝士奶盖抹茶
2024-04-06,周六,抹茶拿铁,晴,True,True,69,13,897,抹茶拿铁,芝士奶盖抹茶,keyword,69,13,897,芝士奶盖抹茶
2024-04-09,周二,可可奶茶,雪,False,False,13,11,143,可可奶茶,红丝绒可可奶茶,keyword,13,11,143,红丝绒可可奶茶
2024-03-16,周六,杨枝甘露,雨,True,False,44,21,924,杨枝甘露,杨枝甘露奶茶,keyword,44,21,924,杨枝甘露奶茶
2024-04-30,周二,柠檬茶,雪,False,True,46,18,828,柠檬茶,百香果绿茶,keyword,46,18,828,百香果绿茶
2024-03-18,周一,芋泥波波,阴,False,False,26,14,364,芋泥波波,芋泥波波奶茶,keyword,26,14,364,芋泥波波奶茶
2024-05-01,周三,芝士奶盖,雪,False,False,26,17,442,芝士奶盖,芝士奶盖抹茶,keyword,26,17,442,芝士奶盖抹茶
2024-03-25,周一,柠檬茶,多云,False,False,28,10,280,柠檬茶,百香果绿茶,keyword,28,10,280,百香果绿茶
2024-04-30,周二,水果茶,多云,False,False,22,12,264,水果茶,百香果绿茶,keyword,22,12,264,百香果绿茶
2024-05-15,周三,芝士奶盖,阴,False,True,30,12,360,芝士奶盖,芝士奶盖抹茶,keyword,30,12,360,芝士奶盖抹茶
2024-05-23,周四,杨枝甘露,阴,False,False,16,20,320,杨枝甘露,杨枝甘露奶茶,keyword,16,20,320,杨枝甘露奶茶
2024-04-20,周六,芋泥波波,雪,True,False,40,20,800,芋泥波波,芋泥波波奶茶,keyword,40,20,800,芋泥波波奶茶
2024-05-02,周四,可可奶茶,雪,False,True,41,14,574,可可奶茶,红丝绒可可奶茶,keyword,41,14,574,红丝绒可可奶茶
2024-03-12,周二,水果茶,晴,False,False,-1,10,170,水果茶,百香果绿茶,keyword,1,10,10,百香果绿茶
2024-04-07,周日,芝士奶盖,阴,True,True,60,19,1140,芝士奶盖,芝士奶盖抹茶,keyword,60,19,1140,芝士奶盖抹茶
2024-03-24,周日,杨枝甘露,晴,True,False,36,22,792,杨枝甘露,杨枝甘露奶茶,keyword,36,22,792,杨枝甘露奶茶
2024-05-03,周五,冰美式,多云,False,False,18,17,306,冰美式,金凤乌龙奶茶,keyword,18,17,306,金凤乌龙奶茶
2024-03-02,周六,抹茶拿铁,雪,True,True,56,19,1064,抹茶拿铁,芝士奶盖抹茶,keyword,56,19,1064,芝士奶盖抹茶
2024-05-13,周一,芝士奶盖,雨,False,True,999,14,630,芝士奶盖,芝士奶盖抹茶,keyword,999,14,13986,芝士奶盖抹茶
2024-03-07,周四,冰美式,雨,False,False,28,19,532,冰美式,金凤乌龙奶茶,keyword,28,19,532,金凤乌龙奶茶
2024-03-29,周五,柠檬茶,多云,False,False,0,20,560,柠檬茶,百香果绿茶,keyword,1,20,20,百香果绿茶
2024-03-05,周二,冰美式,多云,False,True,40,16,640,冰美式,金凤乌龙奶茶,keyword,40,16,640,金凤乌龙奶茶
2024-03-17,周日,可可奶茶,雪,True,False,40,12,480,可可奶茶,红丝绒可可奶茶,keyword,40,12,480,红丝绒可可奶茶
2024-03-29,周五,水果茶,晴,False,False,21,14,294,水果茶,百香果绿茶,keyword,21,14,294,百香果绿茶
2024-04-28,周日,芝士奶盖,雪,True,False,43,15,645,芝士奶盖,芝士奶盖抹茶,keyword,43,15,645,芝士奶盖抹茶
2024-03-30,周六,抹茶拿铁,雪,True,False,33,15,495,抹茶拿铁,芝士奶盖抹茶,keyword,33,15,495,芝士奶盖抹茶
2024-03-29,周五,芋泥波波,雨,False,False,-1,12,300,芋泥波波,芋泥波波奶茶,keyword,1,12,12,芋泥波波奶茶
2024-04-08,周一,抹茶拿铁,晴,False,False,21,12,252,抹茶拿铁,芝士奶盖抹茶,keyword,21,12,252,芝士奶盖抹茶
2024-04-17,周三,可可奶茶,雪,False,False,25,16,400,可可奶茶,红丝绒可可奶茶,keyword,25,16,400,红丝绒可可奶茶
2024-05-02,周四,冰美式,雨,False,True,41,17,697,冰美式,金凤乌龙奶茶,keyword,41,17,697,金凤乌龙奶茶
2024-03-31,周日,芝士奶盖,雨,True,False,38,15,570,芝士奶盖,芝士奶盖抹茶,keyword,38,15,570,芝士奶盖抹茶
2024-04-05,周五,柠檬茶,阴,False,True,36,20,720,柠檬茶,百香果绿茶,keyword,36,20,720,百香果绿茶
2024-03-03,周日,珍珠奶茶,多云,True,False,44,13,572,珍珠奶茶,黑糖珍珠奶茶,keyword,44,13,572,黑糖珍珠奶茶
2024-05-10,周五,柠檬茶,多云,False,False,-1,19,342,柠檬茶,百香果绿茶,keyword,1,19,19,百香果绿茶
2024-03-17,周日,可可奶茶,多云,True,True,45,10,450,可可奶茶,红丝绒可可奶茶,keyword,45,10,450,红丝绒可可奶茶
2024-03-31,周日,冰美式,晴,True,True,47,16,752,冰美式,金凤乌龙奶茶,keyword,47,16,752,金凤乌龙奶茶
2024-03-09,周六,抹茶拿铁,雨,True,False,40,17,680,抹茶拿铁,芝士奶盖抹茶,keyword,40,17,680,芝士奶盖抹茶
2024-05-18,周六,珍珠奶茶,雨,True,False,41,12,492,珍珠奶茶,黑糖珍珠奶茶,keyword,41,12,492,黑糖珍珠奶茶
2024-04-21,周日,水果茶,阴,True,False,35,11,385,水果茶,百香果绿茶,keyword,35,11,385,百香果绿茶
2024-04-11,周四,冰美式,晴,False,True,43,19,817,冰美式,金凤乌龙奶茶,keyword,43,19,817,金凤乌龙奶茶
2024-04-11,周四,水果茶,阴,False,False,25,11,275,水果茶,百香果绿茶,keyword,25,11,275,百香果绿茶
2024-03-15,周五,可可奶茶,阴,False,False,19,16,304,可可奶茶,红丝绒可可奶茶,keyword,19,16,304,红丝绒可可奶茶
2024-04-28,周日,水果茶,晴,True,False,43,20,860,水果茶,百香果绿茶,keyword,43,20,860,百香果绿茶
2024-03-20,周三,抹茶拿铁,晴,False,False,13,16,208,抹茶拿铁,芝士奶盖抹茶,keyword,13,16,208,芝士奶盖抹茶
2024-04-17,周三,杨枝甘露,雪,False,False,19,20,380,杨枝甘露,杨枝甘露奶茶,keyword,19,20,380,杨枝甘露奶茶
2024-04-22,周一,芝士奶盖,晴,False,False,32,14,448,芝士奶盖,芝士奶盖抹茶,keyword,32,14,448,芝士奶盖抹茶
2024-05-13,周一,可可奶茶,多云,False,False,19,11,209,可可奶茶,红丝绒可可奶茶,keyword,19,11,209,红丝绒可可奶茶
2024-05-11,周六,芝士奶盖,雨,True,False,34,18,612,芝士奶盖,芝士奶盖抹茶,keyword,34,18,612,芝士奶盖抹茶
2024-05-19,周日,冰美式,雪,True,True,69,10,690,冰美式,金凤乌龙奶茶,keyword,69,10,690,金凤乌龙奶茶
2024-03-19,周二,珍珠奶茶,雪,False,False,18,15,270,珍珠奶茶,黑糖珍珠奶茶,keyword,18,15,270,黑糖珍珠奶茶
2024-05-19,周日,珍珠奶茶,雨,True,False,33,15,495,珍珠奶茶,黑糖珍珠奶茶,keyword,33,15,495,黑糖珍珠奶茶
2024-05-15,周三,抹茶拿铁,晴,False,False,0,10,280,抹茶拿铁,芝士奶盖抹茶,keyword,1,10,10,芝士奶盖抹茶
2024-03-28,周四,杨枝甘露,雨,False,False,18,21,378,杨枝甘露,杨枝甘露奶茶,keyword,18,21,378,杨枝甘露奶茶
2024-03-23,周六,杨枝甘露,雪,True,False,45,22,990,杨枝甘露,杨枝甘露奶茶,keyword,45,22,990,杨枝甘露奶茶
2024-04-15,周一,芋泥波波,晴,False,False,29,11,319,芋泥波波,芋泥波波奶茶,keyword,29,11,319,芋泥波波奶茶
2024-05-13,周一,水果茶,阴,False,False,28,10,280,水果茶,百香果绿茶,keyword,28,10,280,百香果绿茶
2024-03-22,周五,冰美式,雨,False,True,38,16,608,冰美式,金凤乌龙奶茶,keyword,38,16,608,金凤乌龙奶茶
2024-05-07,周二,芋泥波波,雨,False,False,25,15,375,芋泥波波,芋泥波波奶茶,keyword,25,15,375,芋泥波波奶茶
2024-03-10,周日,可可奶茶,晴,True,False,48,15,720,可可奶茶,红丝绒可可奶茶,keyword,48,15,720,红丝绒可可奶茶
2024-05-22,周三,杨枝甘露,晴,False,True,32,22,704,杨枝甘露,杨枝甘露奶茶,keyword,32,22,704,杨枝甘露奶茶
2024-05-23,周四,芋泥波波,阴,False,False,24,19,456,芋泥波波,芋泥波波奶茶,keyword,24,19,456,芋泥波波奶茶
2024-05-12,周日,冰美式,雨,True,True,53,17,901,冰美式,金凤乌龙奶茶,keyword,53,17,901,金凤乌龙奶茶
2024-04-05,周五,冰美式,雨,False,False,15,17,255,冰美式,金凤乌龙奶茶,keyword,15,17,255,金凤乌龙奶茶
2024-03-08,周五,芝士奶盖,晴,False,False,20,19,380,芝士奶盖,芝士奶盖抹茶,keyword,20,19,380,芝士奶盖抹茶
2024-04-19,周五,抹茶拿铁,阴,False,False,20,20,400,抹茶拿铁,芝士奶盖抹茶,keyword,20,20,400,芝士奶盖抹茶
2024-05-17,周五,抹茶拿铁,晴,False,False,19,11,209,抹茶拿铁,芝士奶盖抹茶,keyword,19,11,209,芝士奶盖抹茶
2024-03-23,周六,珍珠奶茶,阴,True,False,40,13,520,珍珠奶茶,黑糖珍珠奶茶,keyword,40,13,520,黑糖珍珠奶茶
2024-04-06,周六,水果茶,雨,True,False,38,20,760,水果茶,百香果绿茶,keyword,38,20,760,百香果绿茶
2024-03-09,周六,芝士奶盖,雪,True,False,32,14,448,芝士奶盖,芝士奶盖抹茶,keyword,32,14,448,芝士奶盖抹茶
2024-05-24,周五,冰美式,雨,False,True,36,15,540,冰美式,金凤乌龙奶茶,keyword,36,15,540,金凤乌龙奶茶
2024-05-23,周四,水果茶,雪,False,False,15,14,210,水果茶,百香果绿茶,keyword,15,14,210,百香果绿茶
2024-05-22,周三,芝士奶盖,雪,False,True,40,18,720,芝士奶盖,芝士奶盖抹茶,keyword,40,18,720,芝士奶盖抹茶
2024-03-18,周一,杨枝甘露,雨,False,False,13,22,286,杨枝甘露,杨枝甘露奶茶,keyword,13,22,286,杨枝甘露奶茶
2024-05-07,周二,珍珠奶茶,雪,False,True,38,13,494,珍珠奶茶,黑糖珍珠奶茶,keyword,38,13,494,黑糖珍珠奶茶
2024-05-28,周二,冰美式,阴,False,True,40,13,520,冰美式,金凤乌龙奶茶,keyword,40,13,520,金凤乌龙奶茶
2024-03-25,周一,芝士奶盖,阴,False,False,30,18,540,芝士奶盖,芝士奶盖抹茶,keyword,30,18,540,芝士奶盖抹茶
2024-03-21,周四,柠檬茶,雨,False,False,24,18,432,柠檬茶,百香果绿茶,keyword,24,18,432,百香果绿茶
2024-05-31,周五,可可奶茶,雨,False,True,29,17,493,可可奶茶,红丝绒可可奶茶,keyword,29,17,493,红丝绒可可奶茶
2024-03-19,周二,水果茶,多云,False,False,17,10,170,水果茶,百香果绿茶,keyword,17,10,170,百香果绿茶
2024-04-20,周六,可可奶茶,多云,True,False,37,15,555,可可奶茶,红丝绒可可奶茶,keyword,37,15,555,红丝绒可可奶茶
2024-04-10,周三,芋泥波波,多云,False,True,41,12,492,芋泥波波,芋泥波波奶茶,keyword,41,12,492,芋泥波波奶茶
2024-04-30,周二,抹茶拿铁,晴,False,True,25,18,450,抹茶拿铁,芝士奶盖抹茶,keyword,25,18,450,芝士奶盖抹茶
2024-05-17,周五,可可奶茶,晴,False,False,26,14,364,可可奶茶,红丝绒可可奶茶,keyword,26,14,364,红丝绒可可奶茶
2024-03-31,周日,水果茶,雪,True,False,46,17,782,水果茶,百香果绿茶,keyword,46,17,782,百香果绿茶
2024-03-03,周日,可可奶茶,多云,True,False,0,16,752,可可奶茶,红丝绒可可奶茶,keyword,1,16,16,红丝绒可可奶茶
2024-03-31,周日,冰美式,多云,True,False,39,18,702,冰美式,金凤乌龙奶茶,keyword,39,18,702,金凤乌龙奶茶
2024-03-09,周六,可可奶茶,雪,True,False,0,18,900,可可奶茶,红丝绒可可奶茶,keyword,1,18,18,红丝绒可可奶茶
2024-03-06,周三,水果茶,雨,False,False,26,11,286,水果茶,百香果绿茶,keyword,26,11,286,百香果绿茶
2024-05-24,周五,芋泥波波,多云,False,True,43,20,860,芋泥波波,芋泥波波奶茶,keyword,43,20,860,芋泥波波奶茶
2024-05-27,周一,抹茶拿铁,多云,False,False,-1,17,442,抹茶拿铁,芝士奶盖抹茶,keyword,1,17,17,芝士奶盖抹茶
2024-03-06,周三,柠檬茶,雨,False,False,28,17,476,柠檬茶,百香果绿茶,keyword,28,17,476,百香果绿茶
2024-05-22,周三,柠檬茶,雨,False,False,29,14,406,柠檬茶,百香果绿茶,keyword,29,14,406,百香果绿茶
2024-04-17,周三,水果茶,阴,False,False,28,15,420,水果茶,百香果绿茶,keyword,28,15,420,百香果绿茶
2024-05-03,周五,抹茶拿铁,雪,False,False,22,16,352,抹茶拿铁,芝士奶盖抹茶,keyword,22,16,352,芝士奶盖抹茶
2024-05-17,周五,杨枝甘露,雨,False,True,44,20,880,杨枝甘露,杨枝甘露奶茶,keyword,44,20,880,杨枝甘露奶茶
2024-05-17,周五,水果茶,阴,False,False,15,15,225,水果茶,百香果绿茶,keyword,15,15,225,百香果绿茶
